jlpt ,Vocab-expression,Vocab-kana,one (thing),Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana
JLPT0,休校,きゅうこう,something left behind - lost item,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,学校は今週は<b>休校</b>です。,がっこう は こんしゅう は <b>きゅうこう</b> です,School is closed this week.,[sound:b45c1037219bf487be68948d7bd88168.mp3],"<img src=""b874f45bf271563b275c99a508e5ce20.jpg"" />",休校[きゅうこう],学校[がっこう]は 今週[こんしゅう]は<b> 休校[きゅうこう]</b>です。
JLPT3,忘れ物,わすれもの,place - space,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,学校に<b>忘れ物</b>をしました。,がっこう に <b>わすれもの</b> を しました,I left something behind at school.,[sound:e39765306bbd2d0c8cfcfab096f316a7.mp3],"<img src=""afaeb27b03dd990b88d62733b468beff.jpg"" />",忘[わす]れ 物[もの],学校[がっこう]に<b> 忘[わす]れ 物[もの]</b>をしました。
JLPT2,場所,ばしょ,way of reading - reading,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,会社の<b>場所</b>を教えてください。,かいしゃ の <b>ばしょ</b> を おしえて ください,Please tell me where the office is.,[sound:e8c08b6f4c9161448cdaf5a088a44fbd.mp3],"<img src=""9650ee79719c486e2ded37f9281e1d04.jpg"" />",場所[ばしょ],会社[かいしゃ]の<b> 場所[ばしょ]</b>を 教[おし]えてください。
JLPT0,読み方,よみかた,be brought up - grow,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この漢字の<b>読み方</b>を教えてください。,この かんじ の <b>よみかた</b> を おしえて ください,Please tell me how to read this Chinese character.,[sound:3f8d898163eb82595f4379650991f39b.mp3],"<img src=""fc7700406f586b1b5ca287c4a3cd766f.jpg"" />",読[よ]み 方[かた],この 漢字[かんじ]の<b> 読[よ]み 方[かた]</b>を 教[おし]えてください。
JLPT2,育つ,そだつ,software - programme,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,野菜がよく<b>育っている</b>。,やさい が よく <b>そだって いる</b>,The vegetables are growing well.,[sound:3d847d29c112572c0c8aa965d58866d0.mp3],"<img src=""495a7e82dd50610490f70b64cd15bbd8.jpg"" />",育[そだ]つ,野菜[やさい]がよく<b> 育[そだ]っている</b>。
JLPT1,ソフト,ソフト,wind,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この<b>ソフト</b>で日本語を勉強することができます。,この <b>そふと</b> で にほんご を べんきょう する こと が できます,You can study Japanese with this software.,[sound:2e4a90dc7d102a3999e62397a506d357.mp3],"<img src=""aadc6e94c23d48f877ffd70fbaf4700d.jpg"" />",ソフト,この<b>ソフト</b>で 日本語[にほんご]を 勉強[べんきょう]することができます。
JLPT4,風,かぜ,whisky,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今日は<b>風</b>が強いです。,きょう は <b>かぜ</b> が つよい です,The wind is strong today.,[sound:ad9bf07ccd34898ff5714feb47e95c5a.mp3],"<img src=""b9b177c7412b3d153449285538bcc913.jpg"">",風[かぜ],今日[きょう]は<b> 風[かぜ]</b>が 強[つよ]いです。
JLPT0,ウィスキー,ウィスキー,transaction - dealings,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この<b>ウィスキー</b>は強いよ。,この <b>うぃすきー</b> は つよい よ,This whisky is strong.,[sound:e1f66fb16a2dd098502761c226c875e6.mp3],"<img src=""3bd03af83e33cdcfa7340dbb74053cdd.jpg"" />",ウィスキー,この<b>ウィスキー</b>は 強[つよ]いよ。
JLPT1,取引,とりひき,button,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,私たちは中国の会社と<b>取引</b>しています。,わたしたち は ちゅうごく の かいしゃ と <b>とりひき</b> して います,Were dealing with a Chinese company.,[sound:2b7bb5dec9683af671857c14edf9ea15.mp3],"<img src=""f660d2314260dd30798cf5bc6fb5557e.jpg"" />",取引[とりひき],私[わたし]たちは 中国[ちゅうごく]の 会社[かいしゃ]と<b> 取引[とりひき]</b>しています。
JLPT4,ボタン,ボタン,hold down,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>ボタン</b>を押してください。,<b>ぼたん</b> を おして ください,Please press the button.,[sound:df022d563fb400644f58c692facc2f18.mp3],"<img src=""a0d821d7520986cc430395b3bbacb751.jpg"" />",ボタン,<b>ボタン</b>を 押[お]してください。
JLPT0,押さえる,おさえる,piano,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,ドアを<b>押さえて</b>ください。,どあ を <b>おさえて</b> ください,Please hold the door.,[sound:902dabb57b97e3c33e6f55ded5c553ca.mp3],"<img src=""3a42269f924c9e3d40e7b60392321c7a.jpg"" />",押[お]さえる,ドアを<b> 押[お]さえて</b>ください。
JLPT2,ピアノ,ピアノ,grow accustomed to,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,昔、<b>ピアノ</b>を習っていました。,むかし <b>ぴあの</b> を ならって いました,I used to learn the piano.,[sound:1d9a355a704168272a464cbd67b34723.mp3],"<img src=""2ca23e88f50bf16ceae32817ccfda327.jpg"" />",ピアノ,昔[むかし]、<b>ピアノ</b>を 習[なら]っていました。
JLPT3,慣れる,なれる,custom - habit,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,新しい家にはもう<b>慣れました</b>か。,あたらしい いえ に は もう <b>なれました</b> か,Have you gotten used to the new house yet?,[sound:488089c03fc46f1797753befaa8b29c5.mp3],"<img src=""1ed0ea7b5d9cf71365a48bdad0b067ba.jpg"" />",慣[な]れる,新[あたら]しい 家[いえ]にはもう<b> 慣[な]れました</b>か。
JLPT3,習慣,しゅうかん,what - which,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,None,毎朝コーヒーを飲むのが<b>習慣</b>です。,まいあさ こーひー を のむ の が <b>しゅうかん</b> です,Im in the habit of drinking coffee every morning.,[sound:045b56e0191cd739513c172febbab8b7.mp3],"<img src=""c4671cb9f9ee4f14e9f857e2db206149.jpg"" />",習慣[しゅうかん],毎朝[まいあさ]コーヒーを 飲[の]むのが<b> 習慣[しゅうかん]</b>です。
JLPT4,何,なん,problem - question,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,質問は<b>何</b>ですか。,しつもん は <b>なん</b> です か,Whats the question?,[sound:6e0c36377897767e4f3f53c5f265d6af.mp3],"<img src=""ccc5cb4905b2b227a132ae4be3dd8425.jpg"" />",何[なん],質問[しつもん]は<b> 何[なん]</b>ですか。
JLPT4,問題,もんだい,late - recent,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>問題</b>が一つあります。,<b>もんだい</b> が ひとつ あります,Theres one problem.,[sound:3526ad876bae81d934de121739c079e0.mp3],"<img src=""77a614e1c6d08a179dcf767d6492ce4b.jpg"" />",問題[もんだい],<b> 問題[もんだい]</b>が 一[ひと]つあります。
JLPT3,最近,さいきん,society,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,それは<b>最近</b>話題の本ですね。,それ は <b>さいきん</b> わだい の ほん です ね,Thats the book that people have been talking about lately.,[sound:29eda303847efc86b216656fb1df20b9.mp3],"<img src=""73a2f6641b0c8fea2647b552ea8b62fc.jpg"" />",最近[さいきん],それは<b> 最近[さいきん]</b> 話題[わだい]の 本[ほん]ですね。
JLPT3,社会,しゃかい,part - section,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,これは大きな<b>社会</b>問題になっている。,これ は おおき な <b>しゃかい</b> もんだい に なって いる,This is a major social issue.,[sound:a6a4c63b0da488951261cd88de25e813.mp3],"<img src=""d965177c37b35595d5e19d08b1a78526.jpg"" />",社会[しゃかい],これは 大[おお]きな<b> 社会[しゃかい]</b> 問題[もんだい]になっている。
JLPT2,部分,ぶぶん,these,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この<b>部分</b>は問題ないです。,この <b>ぶぶん</b> は もんだい ない です,Theres no problem with this part.,[sound:27507fdb0e9286396f72fcf387789f0d.mp3],"<img src=""d34657d56ccebb41685ee94564a93ae2.jpg"" />",部分[ぶぶん],この<b> 部分[ぶぶん]</b>は 問題[もんだい]ないです。
JLPT2,これら,これら,simple - easy,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今日は<b>これら</b>の問題について話し合います。,きょう は <b>これら</b> の もんだい に ついて はなしあいます,We will discuss these issues today.,[sound:d5a7f77e3605e1a769f998fefc37e458.mp3],"<img src=""74311f2a0a3eacffbd19140070fe3383.jpg"" />",これら,今日[きょう]は<b>これら</b>の 問題[もんだい]について 話[はな]し 合[あ]います。
JLPT3,簡単,かんたん,complicated - intricate,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,この料理はとても<b>簡単</b>です。,この りょうり は とても <b>かんたん</b> です,This dish is very easy to make.,[sound:0dbc67f65362ea1c117213d66d3a5dd7.mp3],"<img src=""26715d5bf15019d38780fc633250972d.jpg"" />",簡単[かんたん],この 料理[りょうり]はとても<b> 簡単[かんたん]</b>です。
JLPT3,複雑,ふくざつ,human being - people,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,このプログラムはとても<b>複雑</b>です。,この ぷろぐらむ は とても <b>ふくざつ</b> です,This program is very complicated.,[sound:a3215bcd2533cb1f8ab012b3d44a28fa.mp3],"<img src=""33dab0b0d1c4963e474912afd377c724.jpg"" />",複雑[ふくざつ],このプログラムはとても<b> 複雑[ふくざつ]</b>です。
JLPT2,人間,にんげん,foreign language,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>人間</b>の心は複雑です。,<b>にんげん</b> の こころ は ふくざつ です,Mans mind is complex.,[sound:1097a84510567b8764bd76400ac0106e.mp3],"<img src=""ef53147a7e17ef3616a0f847c03507ae.jpg"" />",人間[にんげん],<b> 人間[にんげん]</b>の 心[こころ]は 複雑[ふくざつ]です。
JLPT0,外国語,がいこくご,count - calculate,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>外国語</b>を習うのは難しい。,<b>がいこくご</b> を ならう の は むずかしい,Learning foreign languages is hard.,[sound:95820d14ac66c644f1466b3d1d61fe5c.mp3],"<img src=""4d2dec5d13cbd5707c50c68e0de24546.jpg"" />",外国語[がいこくご],<b> 外国語[がいこくご]</b>を 習[なら]うのは 難[むずか]しい。
JLPT2,数える,かぞえる,turn - rotate,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,いすの数を<b>数えて</b>ください。,いす の かず を <b>かぞえて</b> ください,Please count the number of chairs.,[sound:e180f815089dafb51ba60983ae50ab01.mp3],"<img src=""a5a21256707b1451a123bc25ead21d66.jpg"" />",数[かぞ]える,いすの 数[かず]を<b> 数[かぞ]えて</b>ください。
JLPT2,回す,まわす,person in charge,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,ねじは左に<b>回す</b>と外れます。,ねじ は ひだり に <b>まわす</b> と はずれます,If you turn the screw to the left it will come undone.,[sound:901627490f22d031d09e61eba33cd4d8.mp3],"<img src=""2222f842fa29b316665002d9aec068d7.jpg"" />",回[まわ]す,ねじは 左[ひだり]に<b> 回[まわ]す</b>と 外[はず]れます。
JLPT2,担当,たんとう,truth - reality,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,私はセールスを<b>担当</b>しています。,わたし は せーるす を <b>たんとう</b> して います,Im in charge of sales.,[sound:6d55082af3493541a185a155fe3876f4.mp3],"<img src=""486bf08434ec0b96894abb673d8d75b4.jpg"" />",担当[たんとう],私[わたし]はセールスを<b> 担当[たんとう]</b>しています。
JLPT2,本当,ほんとう,method - procedure,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,その話は<b>本当</b>ですか。,その はなし は <b>ほんとう</b> です か,Is the story true?,[sound:a595bd6d849574edc2538ca6bd7cf8ad.mp3],"<img src=""49c3a72775eeff566ce7238f4e504747.jpg"" />",本当[ほんとう],その 話[はなし]は<b> 本当[ほんとう]</b>ですか。
JLPT2,方法,ほうほう,law,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,いい<b>方法</b>を思いつきました。,いい <b>ほうほう</b> を おもいつきました,We hit on a good method.,[sound:2e5d4fa8e4774562f4f6ad6429db78ab.mp3],"<img src=""9802b3a29bcc50fe29225a4c88d35dc9.jpg"" />",方法[ほうほう],いい<b> 方法[ほうほう]</b>を 思[おも]いつきました。
JLPT3,法律,ほうりつ,experience,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,新しい<b>法律</b>ができた。,あたらしい <b>ほうりつ</b> が できた,A new law has been passed.,[sound:01fbf18da6e96f75201740410aba4819.mp3],"<img src=""1052cec4eb93f6bbcb57f60c85c07777.jpg"" />",法律[ほうりつ],新[あたら]しい<b> 法律[ほうりつ]</b>ができた。
JLPT3,経験,けいけん,pass - elapse,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,今日の試合はいい<b>経験</b>になりました。,きょう の しあい は いい <b>けいけん</b> に なりました,Todays game was a good experience.,[sound:5a44dc56f12f81c6341ebf7b6f8e031f.mp3],"<img src=""2e08a4ec177aed65a0d57a0a46ee7ce3.jpg"" />",経験[けいけん],今日[きょう]の 試合[しあい]はいい<b> 経験[けいけん]</b>になりました。
JLPT2,経つ,たつ,economy - economics,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,あれから14年が<b>経ちました</b>。,あれ から じゅうよねん が <b>たちました</b>,Fourteen years have passed since then.,[sound:951be1cd2884d57647acf11fc2052d07.mp3],"<img src=""cdf50fc30a9fd554f7c1a34539b23b82.jpg"" />",経[た]つ,あれから 14年[じゅうよねん]が<b> 経[た]ちました</b>。
JLPT3,経済,けいざい,industry - manufacturing industry,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,大学で<b>経済</b>を勉強しました。,だいがく で <b>けいざい</b> を べんきょう しました,I studied economics in college.,[sound:a13d80e6cb03472b5523805e3dbfdd3c.mp3],"<img src=""c26c5ec7d70212b52d4dee6160e0748f.jpg"" />",経済[けいざい],大学[だいがく]で<b> 経済[けいざい]</b>を 勉強[べんきょう]しました。
JLPT3,工業,こうぎょう,convenience - handiness,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,そこは<b>工業</b>都市だ。,そこ は <b>こうぎょう</b> とし だ,Thats an industrial city.,[sound:f508a794423c5bcc0a42fcd388b1bc7c.mp3],"<img src=""331392804d8919012c1b1b26f9abe478.jpg"">",工業[こうぎょう],そこは<b> 工業[こうぎょう]</b> 都市[とし]だ。
JLPT4,便利,べんり,production - manufacture,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,インターネットはとても<b>便利</b>です。,いんたーねっと は とても <b>べんり</b> です,The Internet is very convenient.,[sound:4181fe4f7ce7ab4c3b82b417c6f25774.mp3],"<img src=""92dcd11f0fe371158a442def4f1b33b6.jpg"" />",便利[べんり],インターネットはとても<b> 便利[べんり]</b>です。
JLPT2,製造,せいぞう,need - necessity,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,この工場ではエアコンを<b>製造</b>しています。,この こうじょう で は えあこん を <b>せいぞう</b> して います,This factory manufactures air conditioning units.,[sound:08c08d0a4cda965c4c473e51cfaeca19.mp3],"<img src=""c02519145c9a447983bd6605452aea2b.jpg"" />",製造[せいぞう],この 工場[こうじょう]ではエアコンを<b> 製造[せいぞう]</b>しています。
JLPT3,必要,ひつよう,work - operation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,私にはたくさんのお金が<b>必要</b>だ。,わたし に は たくさん の おかね が <b>ひつよう</b> だ,I need a lot of money.,[sound:76a258141860c6a65e765d96a1bf9138.mp3],"<img src=""394d01aeffb4100cb9305cb9120dd979.jpg"" />",必要[ひつよう],私[わたし]にはたくさんのお 金[かね]が<b> 必要[ひつよう]</b>だ。
JLPT2,作業,さぎょう,cooperation - collaboration,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,<b>作業</b>するにはもっと広いスペースが必要だ。,<b>さぎょう</b> する に は もっと ひろい すぺーす が ひつよう だ,I need a bigger space to work.,[sound:887d259635cad0a79bea141fe05b4a4b.mp3],"<img src=""93eaf68d17b7769360924081d93d1f9b.jpg"" />",作業[さぎょう],<b> 作業[さぎょう]</b>するにはもっと 広[ひろ]いスペースが 必要[ひつよう]だ。
JLPT2,協力,きょうりょく,shirt,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,このプロジェクトにはみんなの<b>協力</b>が必要です。,この ぷろじぇくと に は みんな の <b>きょうりょく</b> が ひつよう です,This project requires everyones cooperation.,[sound:40ab6836376d513fb5d31ecfb01a67ab.mp3],"<img src=""acf05a60f74731fe78254b6b9b57fbf3.jpg"" />",協力[きょうりょく],このプロジェクトにはみんなの<b> 協力[きょうりょく]</b>が 必要[ひつよう]です。
JLPT4,シャツ,シャツ,weight,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この<b>シャツ</b>はアイロンが必要だ。,この <b>しゃつ</b> は あいろん が ひつよう だ,This shirt needs ironing.,[sound:90c8747901390a7cf648c9fbc705bef7.mp3],"<img src=""056993259e3b1c121863cf7f41c30c9c.jpg"" />",シャツ,この<b>シャツ</b>はアイロンが 必要[ひつよう]だ。
